# Temperature,Humidity,CO2,Illumination,Time,Growth_rate
2.118750298391561415e+01,7.164224175503058234e+01,1.199999582271155987e+03,1.410272593125224034e+02,1.134118519395761737e+01,1.585949897766113281e+00
2.000769411396330710e+01,6.454616270949865964e+01,1.199987136789373153e+03,1.798716463046369824e+02,1.371156253514736889e+01,1.585949897766113281e+00
2.078027902321143117e+01,7.518085653194302154e+01,1.199999820705290404e+03,1.896205432267617823e+02,1.118556558095267661e+01,1.585949897766113281e+00
2.005584325197786200e+01,6.910782075163599814e+01,1.199643137019480491e+03,1.473737784224074971e+02,1.558022196868203402e+01,1.585949897766113281e+00
2.001991974572508326e+01,6.038094890542690507e+01,1.199999997147701833e+03,1.418080231235708197e+02,1.726642525147672558e+01,1.585949897766113281e+00
2.099438641839875785e+01,6.541644709896162624e+01,1.199998830131442901e+03,2.486833014466012628e+02,1.335460371646382782e+01,1.585949897766113281e+00
2.090777417279492667e+01,6.771444274531300778e+01,1.199999998275677626e+03,2.422838653137910399e+02,1.016121239136358945e+01,1.585949897766113281e+00
2.078417628429665953e+01,6.481830406593411453e+01,1.199540246124358646e+03,1.799093861780808368e+02,1.204678842980873732e+01,1.585949897766113281e+00
2.076081266186081820e+01,6.448692336450865525e+01,1.199998499861887012e+03,1.472825131569990162e+02,1.944453359688805349e+01,1.585949897766113281e+00
2.111415583875909618e+01,6.507695563170166508e+01,1.199999859462032873e+03,2.538860464128419210e+02,1.079074578611238167e+01,1.585949897766113281e+00
2.111415583875909618e+01,6.441333692628649032e+01,1.199999842038278530e+03,1.728184106445768862e+02,1.111647035721152932e+01,1.585949897766113281e+00
2.027238458609427241e+01,7.239479478313432992e+01,1.199987437073325736e+03,2.537487939212525134e+02,1.016219866578924780e+01,1.585949897766113281e+00
2.076279328376684674e+01,6.937407565719021818e+01,1.199993082511503872e+03,1.535236720080775115e+02,2.071759184070130644e+01,1.585949897766113281e+00
2.098189315910400410e+01,6.997084096590602087e+01,1.199999613355766996e+03,1.711977682339933153e+02,1.356835320225987473e+01,1.585949897766113281e+00
2.031680787709547786e+01,7.252930429124286604e+01,1.199999288141331817e+03,1.468967585556609947e+02,1.278876606808545446e+01,1.585949897766113281e+00
2.111415583875909618e+01,7.003289937743724636e+01,1.199999842038278530e+03,1.728184106445768862e+02,1.111647035721152932e+01,1.585949897766113281e+00
2.065683422943373770e+01,6.473696004087443612e+01,1.199998838066725739e+03,1.435393157630193173e+02,1.338132792877036970e+01,1.585949897766113281e+00
2.076279328376684674e+01,6.718826339797304570e+01,1.199994141411132205e+03,1.566574540626834846e+02,1.596113733486779473e+01,1.585949897766113281e+00
2.004367013223965799e+01,7.112844297526478954e+01,1.199982581949465384e+03,1.692278063947013322e+02,1.018893850751610408e+01,1.585949897766113281e+00
2.140067317818110482e+01,7.282646013332522728e+01,1.199999888696674816e+03,1.758643979102314745e+02,1.467229398401246954e+01,1.585949897766113281e+00
2.096043423165506425e+01,6.687769250993363812e+01,1.199998446866278982e+03,1.797159202005158818e+02,1.398070400702047422e+01,1.585949897766113281e+00
2.076161292845052486e+01,6.595988697446638582e+01,1.199998870985148642e+03,1.468967585556609947e+02,1.244111904132025614e+01,1.585949897766113281e+00
2.041738501277065865e+01,6.718826339797304570e+01,1.199994141411132205e+03,1.537201187436645284e+02,2.071759184070130644e+01,1.585949897766113281e+00
2.112390387062967889e+01,7.168189620031539278e+01,1.199999582271155987e+03,1.409448304122307150e+02,1.136927744251589800e+01,1.585949897766113281e+00
2.066469563593264169e+01,7.041727577430746976e+01,1.199997645533054310e+03,1.802873147460707060e+02,1.197630914915802336e+01,1.585949897766113281e+00
2.079079624676179705e+01,7.147094488395305234e+01,1.199994189806805025e+03,2.341827726464209434e+02,1.763749175026716642e+01,1.585949897766113281e+00
2.053189716705832524e+01,6.595988697446638582e+01,1.199998901414904140e+03,1.332982581771476873e+02,1.245367912167159474e+01,1.585949897766113281e+00
2.002709628132318542e+01,6.384344203336981138e+01,1.199999997577558361e+03,1.217677771410332923e+02,1.721196426019504955e+01,1.585949897766113281e+00
2.024581995412054880e+01,6.523597596916967234e+01,1.199997159623995685e+03,1.971501858694135763e+02,1.883750991064136926e+01,1.585949897766113281e+00
2.001864531011372250e+01,6.386053854361138349e+01,1.199999658412889858e+03,1.497905324120361001e+02,2.086733157540474792e+01,1.585949897766113281e+00
2.000867482334154701e+01,7.457473372462735028e+01,1.199999897973663337e+03,1.765307012282521271e+02,1.649697065223494619e+01,1.585949897766113281e+00
2.004367013223965799e+01,7.181456284394215572e+01,1.199981188996721130e+03,1.432676282128754792e+02,1.018893850751610408e+01,1.585949897766113281e+00
2.010138983971284787e+01,6.449773635674254990e+01,1.199999809198528510e+03,2.492584007417940484e+02,2.079398152673980604e+01,1.585949897766113281e+00
2.097320777226307698e+01,6.275130440973026680e+01,1.199999624106749479e+03,2.396194249634069422e+02,1.545837635866205773e+01,1.585949897766113281e+00
2.093085277645399955e+01,7.493736072450295183e+01,1.199993638633384307e+03,1.883905100044678136e+02,1.784919603241734976e+01,1.585949897766113281e+00
2.098189315910400410e+01,6.997084096590602087e+01,1.199999652475527682e+03,1.711977682339933153e+02,1.356835320225987473e+01,1.585949897766113281e+00
2.049408051548836696e+01,7.569349417111421019e+01,1.199999580111493515e+03,2.453188026051597035e+02,1.097969289746846755e+01,1.585949897766113281e+00
2.076279328376684674e+01,6.718826339797304570e+01,1.199994141411132205e+03,1.537201187436645284e+02,2.071759184070130644e+01,1.585949897766113281e+00
2.056748147119507308e+01,6.386919601399314672e+01,1.199999666712039470e+03,1.992459732180842877e+02,2.086733157540474792e+01,1.585949897766113281e+00
2.133560937145717418e+01,6.739414563683999404e+01,1.199999617195853489e+03,2.521151029900258607e+02,1.428426969106318190e+01,1.585949897766113281e+00
2.117138724869538180e+01,7.241026748456437190e+01,1.199999460442678583e+03,2.537487939212525134e+02,1.568429000332905154e+01,1.585949897766113281e+00
2.124278516241809101e+01,6.863279840155787781e+01,1.199999611973241144e+03,1.697171184259042320e+02,1.501453953369855832e+01,1.585949897766113281e+00
2.003759701424164774e+01,7.580534823710668491e+01,1.199999829575282774e+03,1.929596827112611095e+02,1.901291895591170089e+01,1.585949897766113281e+00
2.002598375734503833e+01,6.354639893599854616e+01,1.199999471787310540e+03,2.451842495660068266e+02,1.901291895591170089e+01,1.585949897766113281e+00
2.000769411396330710e+01,6.291960019669687654e+01,1.199986835362760758e+03,1.730376035877481229e+02,1.361910777885917412e+01,1.585949897766113281e+00
2.092705863064131933e+01,7.518906484899665088e+01,1.199995842545528603e+03,1.585981045383761909e+02,1.374013476709554737e+01,1.585949897766113281e+00
2.077600855912329791e+01,6.717905062694576657e+01,1.199999891253911528e+03,2.448384973035022085e+02,2.052467762900781167e+01,1.585949897766113281e+00
2.076279328376684674e+01,6.718826339797304570e+01,1.199994141411132205e+03,1.535236720080775115e+02,2.071759184070130644e+01,1.585949897766113281e+00
2.089099712354657967e+01,7.186635845175197801e+01,1.199999288704184892e+03,1.389117687385414115e+02,1.277719577630564096e+01,1.585949897766113281e+00
2.002633986201155736e+01,6.978275603130599336e+01,1.199991528442373692e+03,1.665651004298561020e+02,1.376650588450318047e+01,1.585949897766113281e+00
2.004367013223965799e+01,6.723166902924739929e+01,1.199999990825443092e+03,1.432676282128754792e+02,1.018893850751610408e+01,1.585949897766113281e+00
2.093841572644642568e+01,7.459749568757258942e+01,1.199999999941209126e+03,1.708528680928258723e+02,9.979390924385095119e+00,1.585949897766113281e+00
2.002993272724741658e+01,6.941748128846455757e+01,1.199999592838633589e+03,1.360107442920674430e+02,1.025346997643825375e+01,1.585949897766113281e+00
2.091617155508357584e+01,6.772660048507589181e+01,1.199999997573616611e+03,1.217677771410332923e+02,1.013696189507547096e+01,1.585949897766113281e+00
